file_id,user_id,stored_name,original_name,db_file_path,exists,candidate_count,top_candidate,candidate_paths
4,1,693719983e04e_1765218712.txt,bug-log-mailserver.txt,/opt/Mimir/storage/uploads/1/693719983e04e_1765218712.txt,1,0,,
5,1,69371998520b3_1765218712.txt,bug-mailserver-refcard.txt,/opt/Mimir/storage/uploads/1/69371998520b3_1765218712.txt,1,0,,
6,1,6937199865441_1765218712.txt,bug-maint-info.txt,/opt/Mimir/storage/uploads/1/6937199865441_1765218712.txt,1,0,,
7,1,6937199870fb5_1765218712.txt,bug-maint-mailcontrol.txt,/opt/Mimir/storage/uploads/1/6937199870fb5_1765218712.txt,1,0,,
8,1,693719987b0a0_1765218712.txt,bug-reporting.txt,/opt/Mimir/storage/uploads/1/693719987b0a0_1765218712.txt,1,0,,
9,1,693719988d439_1765218712.txt,constitution.txt,/opt/Mimir/storage/uploads/1/693719988d439_1765218712.txt,1,0,,
302,90,53ea17fab4aa2f9e44063a7c9d286a0d.zip,Manual_8309.zip,/opt/Mimir/storage/uploads/uploads/2025/10/53ea17fab4aa2f9e44063a7c9d286a0d.zip,0,0,,
303,77,07933307fd6fa01704c5c11d69b5d9f5.docx,Backup_7594.docx,/opt/Mimir/storage/uploads/uploads/2025/10/07933307fd6fa01704c5c11d69b5d9f5.docx,0,0,,
304,87,99418cbab64423215a804e1500d72a6c.jpg,Proyecto_9474.jpg,/opt/Mimir/storage/uploads/uploads/2025/11/99418cbab64423215a804e1500d72a6c.jpg,0,0,,
305,81,13c48e72cc1ab06c0a10fad5f00e84c6.zip,Tutorial_9601.zip,/opt/Mimir/storage/uploads/uploads/2025/10/13c48e72cc1ab06c0a10fad5f00e84c6.zip,0,0,,
306,73,b2acaf669e92d3e4075c365e11bcad15.xlsx,Reporte_597.xlsx,/opt/Mimir/storage/uploads/uploads/2025/11/b2acaf669e92d3e4075c365e11bcad15.xlsx,0,0,,
307,90,33fb8ea0d58fe99f3b58c6fbbe060855.docx,Presentación_1345.docx,/opt/Mimir/storage/uploads/uploads/2025/11/33fb8ea0d58fe99f3b58c6fbbe060855.docx,0,0,,
308,87,c07673980c1430c5ff7de1257a74c264.docx,Backup_7073.docx,/opt/Mimir/storage/uploads/uploads/2025/09/c07673980c1430c5ff7de1257a74c264.docx,0,0,,
309,90,ad6a413d44af3105e3997f8ded5c291f.jpg,Plan_3631.jpg,/opt/Mimir/storage/uploads/uploads/2025/11/ad6a413d44af3105e3997f8ded5c291f.jpg,0,0,,
310,90,e7d3d8a19832925688ab884a0d3de6bd.zip,Informe_9897.zip,/opt/Mimir/storage/uploads/uploads/2025/11/e7d3d8a19832925688ab884a0d3de6bd.zip,0,0,,
311,79,5ce61dd40cd50a582a79d4166783437e.xlsx,Captura_5589.xlsx,/opt/Mimir/storage/uploads/uploads/2025/11/5ce61dd40cd50a582a79d4166783437e.xlsx,0,0,,
312,76,49cbe037c7dcc1d043242f337f2a2230.jpg,Reporte_3756.jpg,/opt/Mimir/storage/uploads/uploads/2025/12/49cbe037c7dcc1d043242f337f2a2230.jpg,0,0,,
313,74,94c019fd6a39da17d11f9f549496b9d2.docx,Backup_963.docx,/opt/Mimir/storage/uploads/uploads/2025/10/94c019fd6a39da17d11f9f549496b9d2.docx,0,0,,
314,87,bd373c7398cd4c0b15467471cee482f5.zip,Backup_3899.zip,/opt/Mimir/storage/uploads/uploads/2025/10/bd373c7398cd4c0b15467471cee482f5.zip,0,0,,
315,83,3ddbdade41330f3a478325136c74d87f.docx,Informe_4849.docx,/opt/Mimir/storage/uploads/uploads/2025/11/3ddbdade41330f3a478325136c74d87f.docx,0,0,,
316,88,8ffde809ac0c8f1f8abd15e72cdb278b.xlsx,Manual_9903.xlsx,/opt/Mimir/storage/uploads/uploads/2025/09/8ffde809ac0c8f1f8abd15e72cdb278b.xlsx,0,0,,
318,90,b6d0c6757044e90da6f92d424c9c7e94.mp4,Captura_6277.mp4,/opt/Mimir/storage/uploads/uploads/2025/09/b6d0c6757044e90da6f92d424c9c7e94.mp4,0,0,,
319,90,c2ea4bff7ff5ba9ba3dc1edcc5681e47.zip,Manual_1409.zip,/opt/Mimir/storage/uploads/uploads/2025/09/c2ea4bff7ff5ba9ba3dc1edcc5681e47.zip,0,0,,
320,85,94418277c44189cbd19271e2231254c0.zip,Guía_2139.zip,/opt/Mimir/storage/uploads/uploads/2025/09/94418277c44189cbd19271e2231254c0.zip,0,0,,
321,80,5e7c813407fbb6f08f5ba8ebc6ca9ae5.pdf,Grabación_2899.pdf,/opt/Mimir/storage/uploads/uploads/2025/09/5e7c813407fbb6f08f5ba8ebc6ca9ae5.pdf,0,0,,
322,84,7aeac3f7cfc8a78de78c736b083341e9.docx,Reporte_4752.docx,/opt/Mimir/storage/uploads/uploads/2025/12/7aeac3f7cfc8a78de78c736b083341e9.docx,0,0,,
323,89,fa9b583d2b7705192c7709fc0904cdfb.pdf,Informe_8124.pdf,/opt/Mimir/storage/uploads/uploads/2025/09/fa9b583d2b7705192c7709fc0904cdfb.pdf,0,0,,
324,73,b7cecc099b3a60045c610b5ea9317033.txt,Proyecto_2180.txt,/opt/Mimir/storage/uploads/uploads/2025/10/b7cecc099b3a60045c610b5ea9317033.txt,0,0,,
325,78,3bc9d26aa320cdf8620ad827314a7fa6.png,Factura_5543.png,/opt/Mimir/storage/uploads/uploads/2025/11/3bc9d26aa320cdf8620ad827314a7fa6.png,0,0,,
326,88,30484d7e8fc890ac3caac3289a705a58.jpg,Captura_4867.jpg,/opt/Mimir/storage/uploads/uploads/2025/11/30484d7e8fc890ac3caac3289a705a58.jpg,0,0,,
327,74,1c8fa78de0a22d7d0aeb98b4a1b5c115.zip,Factura_7233.zip,/opt/Mimir/storage/uploads/uploads/2025/10/1c8fa78de0a22d7d0aeb98b4a1b5c115.zip,0,0,,
328,75,5c68c12a5acd7dc2f75811b7791b364a.xlsx,Documento_9070.xlsx,/opt/Mimir/storage/uploads/uploads/2025/09/5c68c12a5acd7dc2f75811b7791b364a.xlsx,0,0,,
329,90,b170903fd9d8e8505c29555d232b6f46.zip,Backup_2907.zip,/opt/Mimir/storage/uploads/uploads/2025/12/b170903fd9d8e8505c29555d232b6f46.zip,0,0,,
330,84,fb3812a195bca2cc63c26b9f9cd92f5e.jpg,Backup_6676.jpg,/opt/Mimir/storage/uploads/uploads/2025/11/fb3812a195bca2cc63c26b9f9cd92f5e.jpg,0,0,,
331,72,3b5c49e600f1d82c2d353447e15fe971.pdf,Manual_9567.pdf,/opt/Mimir/storage/uploads/uploads/2025/09/3b5c49e600f1d82c2d353447e15fe971.pdf,0,0,,
332,74,16491d3cca3116ae5cf5b2ac214adef8.txt,Grabación_4818.txt,/opt/Mimir/storage/uploads/uploads/2025/10/16491d3cca3116ae5cf5b2ac214adef8.txt,0,0,,
333,88,751fdedec77a98a2ae7b403390f5025a.txt,Documento_6851.txt,/opt/Mimir/storage/uploads/uploads/2025/09/751fdedec77a98a2ae7b403390f5025a.txt,0,0,,
334,86,48829d85db0e72f224761ceaf80aa931.zip,Presentación_2373.zip,/opt/Mimir/storage/uploads/uploads/2025/12/48829d85db0e72f224761ceaf80aa931.zip,0,0,,
335,75,35bc166316903703a1f75d228c607a61.jpg,Factura_3775.jpg,/opt/Mimir/storage/uploads/uploads/2025/11/35bc166316903703a1f75d228c607a61.jpg,0,0,,
336,82,1fbf8bded946e79f87b47c30896d4693.jpg,Memoria_2474.jpg,/opt/Mimir/storage/uploads/uploads/2025/12/1fbf8bded946e79f87b47c30896d4693.jpg,0,0,,
337,94,6b94e33d7637b92918341211412716f0.png,Captura_2235.png,/opt/Mimir/storage/uploads/uploads/2025/09/6b94e33d7637b92918341211412716f0.png,0,0,,
338,74,07b695915b557b317d769874bb6137ed.jpg,Manual_6072.jpg,/opt/Mimir/storage/uploads/uploads/2025/12/07b695915b557b317d769874bb6137ed.jpg,0,0,,
339,75,b222b97103bc0704a052f31c5307d322.zip,Presupuesto_5375.zip,/opt/Mimir/storage/uploads/uploads/2025/09/b222b97103bc0704a052f31c5307d322.zip,0,0,,
340,77,23ced009435e1872eabf9512981a5092.png,Proyecto_8127.png,/opt/Mimir/storage/uploads/uploads/2025/11/23ced009435e1872eabf9512981a5092.png,0,0,,
341,88,80a19cb192e53b37940a77404957ec89.zip,Propuesta_4826.zip,/opt/Mimir/storage/uploads/uploads/2025/09/80a19cb192e53b37940a77404957ec89.zip,0,0,,
342,73,e01936352018290774f037c8d95fb582.docx,Copia_3036.docx,/opt/Mimir/storage/uploads/uploads/2025/11/e01936352018290774f037c8d95fb582.docx,0,0,,
343,88,59b1ee41a418b909dd2d604a760a49fe.jpg,Backup_7301.jpg,/opt/Mimir/storage/uploads/uploads/2025/10/59b1ee41a418b909dd2d604a760a49fe.jpg,0,0,,
344,82,53ef66d56c9f1aac81c94f8d87ef42c4.txt,Factura_7430.txt,/opt/Mimir/storage/uploads/uploads/2025/10/53ef66d56c9f1aac81c94f8d87ef42c4.txt,0,0,,
345,87,af6e83df5bf8a28850a236da16c40c91.txt,Análisis_740.txt,/opt/Mimir/storage/uploads/uploads/2025/11/af6e83df5bf8a28850a236da16c40c91.txt,0,0,,
346,73,d844c8b5d37781ece1e682a5c86ef1d9.xlsx,Memoria_3341.xlsx,/opt/Mimir/storage/uploads/uploads/2025/12/d844c8b5d37781ece1e682a5c86ef1d9.xlsx,0,0,,
347,81,e46d237a2d85c16dff0cda4abece141d.jpg,Grabación_3689.jpg,/opt/Mimir/storage/uploads/uploads/2025/10/e46d237a2d85c16dff0cda4abece141d.jpg,0,0,,
348,94,340f9c66c38b689a2835003ae0b533db.txt,Captura_3493.txt,/opt/Mimir/storage/uploads/uploads/2025/09/340f9c66c38b689a2835003ae0b533db.txt,0,0,,
349,78,4890fe3f64aa9b4d142b0d3b07546ea6.png,Grabación_9518.png,/opt/Mimir/storage/uploads/uploads/2025/10/4890fe3f64aa9b4d142b0d3b07546ea6.png,0,0,,
350,85,f5c82a436deed94153cd0784d87ce4b2.png,Análisis_3065.png,/opt/Mimir/storage/uploads/uploads/2025/11/f5c82a436deed94153cd0784d87ce4b2.png,0,0,,
351,79,7bc480f59c0aa12eb01bf8276cdc7252.png,Proyecto_8797.png,/opt/Mimir/storage/uploads/uploads/2025/09/7bc480f59c0aa12eb01bf8276cdc7252.png,0,0,,
352,80,0a12237f72d4b3718e9dd7ad7502aaab.xlsx,Plan_9236.xlsx,/opt/Mimir/storage/uploads/uploads/2025/09/0a12237f72d4b3718e9dd7ad7502aaab.xlsx,0,0,,
354,75,6d18875bf0a822023a5ea2f88d3bbd48.mp4,Audio_8615.mp4,/opt/Mimir/storage/uploads/uploads/2025/10/6d18875bf0a822023a5ea2f88d3bbd48.mp4,0,0,,
355,83,e539bacfb8f2d268869774f4d49378f1.jpg,Grabación_3823.jpg,/opt/Mimir/storage/uploads/uploads/2025/10/e539bacfb8f2d268869774f4d49378f1.jpg,0,0,,
356,77,39500a84e7b9f59d703d14e4f2f5f319.docx,Contrato_7300.docx,/opt/Mimir/storage/uploads/uploads/2025/11/39500a84e7b9f59d703d14e4f2f5f319.docx,0,0,,
357,77,e277a17446473f5eef738fcebde66759.docx,Plan_6894.docx,/opt/Mimir/storage/uploads/uploads/2025/11/e277a17446473f5eef738fcebde66759.docx,0,0,,
358,83,652322935a9da5b54c9df9bd06a0e8f8.mp4,Grabación_4914.mp4,/opt/Mimir/storage/uploads/uploads/2025/10/652322935a9da5b54c9df9bd06a0e8f8.mp4,0,0,,
359,90,3939791c2abcb46845934f56210d3752.pdf,Imagen_375.pdf,/opt/Mimir/storage/uploads/uploads/2025/11/3939791c2abcb46845934f56210d3752.pdf,0,0,,
